cluster,pendiente,R2
3,0.09999999999999994,0.12252252252251994
6,0.03676470588235293,0.038497074222354155
2,-0.06470588235294113,0.0338935574229734
4,-0.0720588235294117,0.06940309293250246
5,-0.07205882352941173,0.10423268938571328
1,-0.11764705882352937,0.1394335511982565
0,-0.17058823529411757,0.20192076830731998
